"sample_id","pond_id","doy","vial","lot_number","sample_type","run","start_time","end_time","vial_number","toc_ppb","ic_ppb","tc_ppb","run_date","mean_blank_toc_ppb","mean_blank_ic_ppb","mean_blank_tc_ppb","doc_ppb","dic_ppb","dc_ppb"
"D213","D",213,"86",NA,"Sample",4,2022-02-05 03:19:53,2022-02-05 03:48:00,"75",16700,525,17200,"Feb. 3",306.857142857143,486.142857142857,793,16393.1428571429,38.8571428571428,16407
"D216","D",216,"87",NA,"Sample",4,2022-02-05 03:48:13,2022-02-05 04:16:20,"76",25300,509,25800,"Feb. 3",306.857142857143,486.142857142857,793,24993.1428571429,22.8571428571428,25007
"D218","D",218,"88",NA,"Sample",4,2022-02-05 04:16:34,2022-02-05 04:44:42,"77",41900,549,42500,"Feb. 3",306.857142857143,486.142857142857,793,41593.1428571429,62.8571428571428,41707
"D220","D",220,"89",NA,"Sample",4,2022-02-05 04:44:56,2022-02-05 05:13:10,"78",16700,456,17200,"Feb. 3",306.857142857143,486.142857142857,793,16393.1428571429,-30.1428571428572,16407
"D222","D",222,"90",NA,"Sample",4,2022-02-05 05:13:23,2022-02-05 05:41:30,"79",28000,506,28500,"Feb. 3",306.857142857143,486.142857142857,793,27693.1428571429,19.8571428571428,27707
"D224","D",224,"91",NA,"Sample",4,2022-02-05 05:41:46,2022-02-05 06:09:55,"80",30100,535,30600,"Feb. 3",306.857142857143,486.142857142857,793,29793.1428571429,48.8571428571428,29807
"D226","D",226,"93",NA,"Sample",4,2022-02-05 06:38:34,2022-02-05 07:06:52,"82",28100,607,28700,"Feb. 3",306.857142857143,486.142857142857,793,27793.1428571429,120.857142857143,27907
"D229","D",229,"94",NA,"Sample",4,2022-02-05 07:07:06,2022-02-05 07:35:15,"83",36900,549,37400,"Feb. 3",306.857142857143,486.142857142857,793,36593.1428571429,62.8571428571428,36607
"D231","D",231,"95",NA,"Sample",4,2022-02-05 07:35:28,2022-02-05 08:03:39,"84",18400,536,18900,"Feb. 3",306.857142857143,486.142857142857,793,18093.1428571429,49.8571428571428,18107
"D233","D",233,"96",NA,"Sample",4,2022-02-05 08:03:53,2022-02-05 08:32:00,"85",27700,533,28200,"Feb. 3",306.857142857143,486.142857142857,793,27393.1428571429,46.8571428571428,27407
"D236","D",236,"97",NA,"Sample",4,2022-02-05 08:32:13,2022-02-05 09:00:22,"86",23700,551,24300,"Feb. 3",306.857142857143,486.142857142857,793,23393.1428571429,64.8571428571428,23507
"D238","D",238,"98",NA,"Sample",4,2022-02-05 09:00:36,2022-02-05 09:28:44,"87",19500,539,20000,"Feb. 3",306.857142857143,486.142857142857,793,19193.1428571429,52.8571428571428,19207
"D240","D",240,"99",NA,"Sample",4,2022-02-05 09:28:57,2022-02-05 09:57:05,"88",25300,535,25800,"Feb. 3",306.857142857143,486.142857142857,793,24993.1428571429,48.8571428571428,25007
